workerid,rt,color_other,color_target,n_total,target_quantifier,response,n_target,slide_number_in_experiment,count,colorblind,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes,Answer.country_of_birth,Answer.country_of_residence,Answer.native_language,Answer.father_country_of_birth,Answer.mother_country_of_birth,Answer.childhood_language,Answer.preferred_language
5,23592,white,black,100,many,"[u'@muchos@ de los puntos son negros', u'@demasiado@ de los puntos son negros']",65,14,English,no,1,Male,23,,English,Yes,2,Windows,768,1360,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3DY4FPOOA2WAW5TL7AJB8UOOTC6RVG,5,Submitted,Fr Jul 14 21:06:14 MESZ 2017,Do Jul 13 20:57:29 MESZ 2017,Do Jul 13 21:06:14 MESZ 2017,,,,,,[],{},8.7025,"""Venezuela""","""Venezuela""","""Spanish""","""Venezuela""","""Venezuela""","""Spanish""","""English"""
6,88630,white,black,10,half,[u'@ordhek@ dot gulo kaalo'],5,5,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,50135,black,white,100,almost all,[u'@prai sobgulo@ bindu e sada'],90,6,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,17888,black,white,10,two,[u'@duto@ bindu sada'],2,7,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,27441,white,black,100,many,[u'@onegulo@ bindu kaalo'],65,8,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,35272,black,white,100,some,[u'@kichu@ bindu sada ronger'],25,9,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,24919,white,black,100,most,[u'@beshir bhaag@ bindu e kaalo ronger'],75,10,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,18024,black,white,100,all,[u'@sob@ bindu gulo sada ronger'],100,11,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,17864,white,black,10,a few,[u'@kichu@ bindu kaalo ronger'],3,12,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,26704,black,white,25,less than half,[u'@oredhek er thekeo kom@ bindu sada ronger'],8,13,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
6,97823,white,black,10,none,"[u'@ekta@ bindu o kaalo @noy@', u'@konotai@ kaalo @noy@']",0,14,Bengali,no,2,Male,44,,"English, Hindi",Yes,3,Windows,768,1280,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3UOUJI6MTEMUGMQXBJFY1Q8TGMIXUT,6,Submitted,Fr Jul 14 21:09:23 MESZ 2017,Do Jul 13 21:00:52 MESZ 2017,Do Jul 13 21:09:23 MESZ 2017,,,,,,[],{},8.4467,"""India""","""India""","""Bengali""","""India""","""India""","""Bengali""","""Bengali"""
7,116203,black,white,100,some,"[u'@Algunos@ de los puntos son blancos', u'@unos@ puntos son blancos', u'@pocos@ puntos son blancos']",25,5,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,111854,white,black,10,two,"[u'@dos@ puntos son negros', u'@un par@ de los puntos son negros']",2,6,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,76474,black,white,100,all,"[u'@todos@ los puntos son blancos', u'@el total@ de los puntos son blancos']",100,7,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,91100,black,white,10,none,"[u'@ninguno@ de los puntos es blanco', u'@no@ hay puntos blancos']",0,8,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,151685,white,black,25,less than half,[u'@menos de la mitad@ de los puntos son negros'],8,9,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,94788,white,black,10,a few,"[u'@unos pocos@ puntos son negros.', u'@poquitos@ puntos son negros.', u'@una peque\xf1a cantidad@ de puntos son negros.']",3,10,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,76521,black,white,10,half,[u'@la mitad@ de los puntos son blancos.'],5,11,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,61160,white,black,100,many,"[u'@muchos@ de los puntos son negros.', u'@la mayoria@ de los puntos son negros.']",65,12,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,59783,black,white,100,most,"[u'@La mayoria@ de los puntos son blancos.', u'@muchos@ de los puntos son blancos.']",75,13,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
7,46262,white,black,100,almost all,"[u'@casi todos@ los puntos son negros', u'@la gran mayoria@ de los puntos son negros']",90,14,Spanish,no,1,Male,32,,"Spanish, English.",Yes,3,Windows,900,1440,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,30IQTZXKALEE00EHDC1ECJKM0XDX0P,7,Submitted,Fr Jul 14 21:09:25 MESZ 2017,Do Jul 13 20:51:12 MESZ 2017,Do Jul 13 21:09:25 MESZ 2017,,,,,,[],{},18.1496,"""Mexico""","""Mexico""","""Spanish""","""Mexico""","""Mexico""","""Spanish""","""Spanish"""
8,517610,black,white,100,some,[u'@\u0915\u0941\u091b@ \u092c\u093f\u0902\u0926\u0941 \u0938\u095e\u0947\u0926 \u0939\u0948\u0902'],25,5,english,no,2,Male,23,,,Yes,3,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3H8DHMCCWAJ2FKG4Q5AK1WW3YD8DKA,8,Submitted,Fr Jul 14 21:14:44 MESZ 2017,Do Jul 13 21:01:04 MESZ 2017,Do Jul 13 21:14:44 MESZ 2017,,,,,,[],{},13.525716666666666,"""India""","""India""","""Hindi""","""India""","""India""","""Hindi""","""English"""
8,27842,black,white,25,less than half,[u'@\u0906\u0927\u0947 \u0938\u0947 \u0915\u092e@ \u092c\u093f\u0902\u0926\u0941 \u0938\u095e\u0947\u0926 \u0939\u0948\u0902'],8,6,english,no,2,Male,23,,,Yes,3,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3H8DHMCCWAJ2FKG4Q5AK1WW3YD8DKA,8,Submitted,Fr Jul 14 21:14:44 MESZ 2017,Do Jul 13 21:01:04 MESZ 2017,Do Jul 13 21:14:44 MESZ 2017,,,,,,[],{},13.525716666666666,"""India""","""India""","""Hindi""","""India""","""India""","""Hindi""","""English"""
8,48586,white,black,100,many,[u'@\u0915\u093e\u095e\u0940@ \u092c\u093f\u0902\u0926\u0941 \u0915\u093e\u0932\u0947 \u0939\u0948\u0902'],65,7,english,no,2,Male,23,,,Yes,3,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3H8DHMCCWAJ2FKG4Q5AK1WW3YD8DKA,8,Submitted,Fr Jul 14 21:14:44 MESZ 2017,Do Jul 13 21:01:04 MESZ 2017,Do Jul 13 21:14:44 MESZ 2017,,,,,,[],{},13.525716666666666,"""India""","""India""","""Hindi""","""India""","""India""","""Hindi""","""English"""
8,21811,white,black,100,most,[u'@\u091c\u094d\u092f\u093e\u0926\u093e\u0924\u0930@ \u092c\u093f\u0902\u0926\u0941 \u0915\u093e\u0932\u0947 \u0939\u0948\u0902'],75,8,english,no,2,Male,23,,,Yes,3,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3H8DHMCCWAJ2FKG4Q5AK1WW3YD8DKA,8,Submitted,Fr Jul 14 21:14:44 MESZ 2017,Do Jul 13 21:01:04 MESZ 2017,Do Jul 13 21:14:44 MESZ 2017,,,,,,[],{},13.525716666666666,"""India""","""India""","""Hindi""","""India""","""India""","""Hindi""","""English"""
8,32584,white,black,10,none,[u'@\u0915\u094b\u0908 \u092d\u0940 \u0928\u0939\u0940\u0902@ \u092c\u093f\u0902\u0926\u0941 \u0915\u093e\u0932\u093e \u0939\u0948\u0902'],0,9,english,no,2,Male,23,,,Yes,3,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3H8DHMCCWAJ2FKG4Q5AK1WW3YD8DKA,8,Submitted,Fr Jul 14 21:14:44 MESZ 2017,Do Jul 13 21:01:04 MESZ 2017,Do Jul 13 21:14:44 MESZ 2017,,,,,,[],{},13.525716666666666,"""India""","""India""","""Hindi""","""India""","""India""","""Hindi""","""English"""
8,19311,white,black,100,all,[u'@\u0938\u092c@ \u092c\u093f\u0902\u0926\u0941 \u0915\u093e\u0932\u0947 \u0939\u0948\u0902'],100,10,english,no,2,Male,23,,,Yes,3,Windows,768,1366,Chrome,3LB1BGHFL241TU3OQ86OROXGUW0YTN,3BENJTNX753NEGOPJBZ6NCJDFM81SR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Do Jul 13 20:46:00 MESZ 2017,30,0,0,0,Reviewable,NotReviewed,1 cond,1800,86400,Sa Aug 12 20:46:00 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL241TU3OQ86OROXGUW0YTN,3H8DHMCCWAJ2FKG4Q5AK1WW3YD8DKA,8,Submitted,Fr Jul 14 21:14:44 MESZ 2017,Do Jul 13 21:01:04 MESZ 2017,Do Jul 13 21:14:44 MESZ 2017,,,,,,[],{},13.525716666666666,"""India""","""India""","""Hindi""","""India""","""India""","""Hindi""","""English"""
