workerid,rt,color_other,color_target,n_total,target_quantifier,response,n_target,slide_number_in_experiment,count,colorblind,enjoyment,gender,age,comments,languages,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.language_information,Answer.time_in_minutes
2,43337,white,black,100,some,"[u'@nekoi@ tocki se crni', u'@nekolku@ tocki se crni', u'@nekoi@ od tockite se crni']",25,8,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
2,35744,white,black,100,all,"[u'@site@ od tockite se crni.', u'@site@ tocki se crni.']",100,9,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
2,18772,white,black,100,many,"[u'@mnogu@ od tockite se crni.', u'@mnogu@ tocki se crni.']",65,10,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
2,30754,black,white,10,none,"[u'@nikoj@ od tockite ne se beli.', u'@nikoj@ tocki ne se beli.']",0,11,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
2,18182,white,black,10,a few,"[u'@nekolku@ od tockite se crni.', u'@nekolku@ tocki se crni.']",3,12,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
2,18316,white,black,10,two,"[u'@dve@ od tockite se crni.', u'@dve@ tocki se crni.']",2,13,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
2,40859,black,white,25,less than half,"[u'@pomalku od pola@ od tockite se beli.', u'@pomalku od polovina@ od tockite se beli.', u'@pomalku od pola@ tocki se beli.']",8,14,English,no,2,Male,32,It&quotechars an interesting concept. I would love to read about the results of the survey. ,"Macedonian, English, German",Yes,3,Windows,640,1138,Firefox,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TMFV4NEP9MHTPEUYBI73FCX9JQW84,2,Submitted,Mi Jul 12 12:57:16 MESZ 2017,Mo Jul 10 20:47:49 MESZ 2017,Mo Jul 10 20:57:16 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""Macedonia"",""country_of_residence"":""USA"",""native_language"":""Macedonian"",""father_country_of_birth"":""Macedonia"",""mother_country_of_birth"":""Macedonia"",""childhood_language"":""Macedonian"",""preferred_language"":""Macedonian""}",8.542916666666667
3,201967,black,white,10,half,[u'@\u0b85\u0bb0\u0bc8 @\u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bcd \u0bb5\u0bc6\u0bb3\u0bcd\u0bb3\u0bc8 \u0b89\u0bb3\u0bcd\u0bb3\u0ba9'],5,5,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,61801,white,black,100,all,[u'@\u0b85\u0ba9\u0bc8\u0ba4\u0bcd\u0ba4\u0bc1 @\u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bc1\u0bae\u0bcd \u0b95\u0bb0\u0bc1\u0baa\u0bcd\u0baa\u0bc1'],100,6,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,35654,white,black,100,almost all,[u'@\u0b95\u0bbf\u0b9f\u0bcd\u0b9f\u0ba4\u0bcd\u0ba4\u0b9f\u0bcd\u0b9f @\u0b85\u0ba9\u0bc8\u0ba4\u0bcd\u0ba4\u0bc1 \u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bc1\u0bae\u0bcd \u0b95\u0bb0\u0bc1\u0baa\u0bcd\u0baa\u0bc1'],90,7,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,35460,white,black,10,a few,[u'@\u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bcd @\u0b9a\u0bbf\u0bb2 \u0b95\u0bb0\u0bc1\u0baa\u0bcd\u0baa\u0bc1 \u0b89\u0bb3\u0bcd\u0bb3\u0ba9'],3,8,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,31832,white,black,100,many,[u'\n@\u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bcd @\u0baa\u0bb2 \u0b95\u0bb0\u0bc1\u0baa\u0bcd\u0baa\u0bc1 \u0b89\u0bb3\u0bcd\u0bb3\u0ba9'],65,9,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,30969,white,black,10,two,[u'\n@\u0b87\u0bb0\u0ba3\u0bcd\u0b9f\u0bc1@ \u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bcd \u0b95\u0bb0\u0bc1\u0baa\u0bcd\u0baa\u0bc1'],2,10,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,25281,black,white,100,most,[u'@\u0baa\u0bc6\u0bb0\u0bc1\u0bae\u0bcd\u0baa\u0bbe\u0bb2\u0bbe\u0ba9@ \u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bcd \u0bb5\u0bc6\u0bb3\u0bcd\u0bb3\u0bc8 \u0ba8\u0bbf\u0bb1\u0ba4\u0bcd\u0ba4\u0bbf\u0bb2\u0bcd \u0b89\u0bb3\u0bcd\u0bb3\u0ba9'],75,11,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,27435,white,black,10,none,[u'\u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bcd \u0b8e\u0ba4\u0bc1\u0bb5\u0bc1\u0bae\u0bcd \u0b95\u0bb0\u0bc1\u0baa\u0bcd\u0baa\u0bc1 @\u0b87\u0bb2\u0bcd\u0bb2\u0bc8@'],0,12,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,35015,black,white,25,less than half,[u'\u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bbf\u0bb2\u0bcd @\u0baa\u0bbe\u0ba4\u0bbf\u0b95\u0bcd\u0b95\u0bc1\u0bae\u0bcd \u0b95\u0bc1\u0bb1\u0bc8\u0bb5\u0bbe\u0ba9@ \u0bb5\u0bc6\u0bb3\u0bcd\u0bb3\u0bc8 \u0ba8\u0bbf\u0bb1\u0bae\u0bcd'],8,13,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
3,26283,white,black,100,some,[u'@\u0b9a\u0bbf\u0bb2@ \u0baa\u0bc1\u0bb3\u0bcd\u0bb3\u0bbf\u0b95\u0bb3\u0bcd \u0b95\u0bb0\u0bc1\u0baa\u0bcd\u0baa\u0bc1 \u0b89\u0bb3\u0bcd\u0bb3\u0ba9'],25,14,english,no,1,Male,25,thank you so much for this opportunity to do this task.,"english,malayalam,hindi",Yes,3,Windows,768,1366,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3IAS3U3I0GOEJ7EUN3DA6AM9DIHB21,3,Submitted,Mi Jul 12 12:59:02 MESZ 2017,Mo Jul 10 20:47:52 MESZ 2017,Mo Jul 10 20:59:02 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""india"",""country_of_residence"":""india"",""native_language"":""tamil"",""father_country_of_birth"":""india"",""mother_country_of_birth"":""india"",""childhood_language"":""tamil"",""preferred_language"":""tamil,english""}",11.094383333333333
4,36799,black,white,100,some,[u'@\u0915\u0941\u091b@ \u092c\u093f\u0902\u0926\u0941 \u0938\u095e\u0947\u0926 \u0939\u0948\u0902'],25,5,,no,2,,,,,NA,-1,Linux,640,360,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TR2532VIQ28JRV7YX2UUBMY1SSJ6B,4,Submitted,Mi Jul 12 13:03:52 MESZ 2017,Mo Jul 10 20:51:23 MESZ 2017,Mo Jul 10 21:03:52 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""India"",""country_of_residence"":""India"",""native_language"":""Hindi"",""father_country_of_birth"":""India"",""mother_country_of_birth"":""India"",""childhood_language"":""Hindi"",""preferred_language"":""Hindi""}",6.132633333333334
4,20773,black,white,100,all,[u'@\u0938\u092d\u0940@ \u092c\u093f\u0902\u0926\u0941 \u0938\u095e\u0947\u0926 \u0939\u0948\u0902'],100,6,,no,2,,,,,NA,-1,Linux,640,360,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TR2532VIQ28JRV7YX2UUBMY1SSJ6B,4,Submitted,Mi Jul 12 13:03:52 MESZ 2017,Mo Jul 10 20:51:23 MESZ 2017,Mo Jul 10 21:03:52 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""India"",""country_of_residence"":""India"",""native_language"":""Hindi"",""father_country_of_birth"":""India"",""mother_country_of_birth"":""India"",""childhood_language"":""Hindi"",""preferred_language"":""Hindi""}",6.132633333333334
4,32168,black,white,100,most,[u'@\u091c\u094d\u092f\u093e\u0926\u093e\u0924\u0930@ \u092c\u093f\u0902\u0926\u0941 \u0938\u095e\u0947\u0926 \u0939\u0948\u0902'],75,7,,no,2,,,,,NA,-1,Linux,640,360,Chrome,3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3WDXCWYEASYR5JG286X19Y30QO4JYR,Language study,A 10-minute language study for non-native English speakers in the form of translation tasks,language research translation tuebingen fun cognitive science university,$0.50,Mo Jul 10 20:42:43 MESZ 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,144000,Mi Aug 09 20:42:43 MESZ 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3HA5ODM5KA0JA0V4WXEEAKX0ATJSVC,3TR2532VIQ28JRV7YX2UUBMY1SSJ6B,4,Submitted,Mi Jul 12 13:03:52 MESZ 2017,Mo Jul 10 20:51:23 MESZ 2017,Mo Jul 10 21:03:52 MESZ 2017,,,,,,[],{},"{""country_of_birth"":""India"",""country_of_residence"":""India"",""native_language"":""Hindi"",""father_country_of_birth"":""India"",""mother_country_of_birth"":""India"",""childhood_language"":""Hindi"",""preferred_language"":""Hindi""}",6.132633333333334
